DATE & TIME, FORECAST WIND(MW),  ACTUAL WIND(MW), REGION
15 May 2024 12:00,782,760,All Island
15 May 2024 12:15,783,782,All Island
15 May 2024 12:30,785,768,All Island
15 May 2024 12:45,786,804,All Island
15 May 2024 13:00,788,797,All Island
15 May 2024 13:15,783,832,All Island
15 May 2024 13:30,777,790,All Island
15 May 2024 13:45,772,693,All Island
15 May 2024 14:00,767,674,All Island
15 May 2024 14:15,753,667,All Island
15 May 2024 14:30,739,647,All Island
15 May 2024 14:45,725,664,All Island
15 May 2024 15:00,711,683,All Island
15 May 2024 15:15,699,681,All Island
15 May 2024 15:30,687,654,All Island
15 May 2024 15:45,675,650,All Island
15 May 2024 16:00,667,658,All Island
15 May 2024 16:15,654,658,All Island
15 May 2024 16:30,641,609,All Island
15 May 2024 16:45,628,662,All Island
15 May 2024 17:00,615,691,All Island
15 May 2024 17:15,582,685,All Island
15 May 2024 17:30,549,625,All Island
15 May 2024 17:45,516,571,All Island
15 May 2024 18:00,483,575,All Island
15 May 2024 18:15,471,533,All Island
15 May 2024 18:30,459,517,All Island
15 May 2024 18:45,447,513,All Island
15 May 2024 19:00,343,477,All Island
15 May 2024 19:15,340,435,All Island
15 May 2024 19:30,337,404,All Island
15 May 2024 19:45,334,368,All Island
15 May 2024 20:00,330,343,All Island
15 May 2024 20:15,335,319,All Island
15 May 2024 20:30,340,323,All Island
15 May 2024 20:45,345,324,All Island
15 May 2024 21:00,350,324,All Island
15 May 2024 21:15,356,320,All Island
15 May 2024 21:30,363,340,All Island
15 May 2024 21:45,370,399,All Island
15 May 2024 22:00,377,414,All Island
15 May 2024 22:15,369,414,All Island
15 May 2024 22:30,361,394,All Island
15 May 2024 22:45,354,414,All Island
15 May 2024 23:00,346,410,All Island
15 May 2024 23:15,334,381,All Island
15 May 2024 23:30,322,351,All Island
15 May 2024 23:45,310,356,All Island
16 May 2024 00:00,297,334,All Island
16 May 2024 00:15,292,316,All Island
16 May 2024 00:30,287,309,All Island
16 May 2024 00:45,282,284,All Island
16 May 2024 01:00,252,278,All Island
16 May 2024 01:15,249,252,All Island
16 May 2024 01:30,246,225,All Island
16 May 2024 01:45,243,214,All Island
16 May 2024 02:00,240,207,All Island
16 May 2024 02:15,236,210,All Island
16 May 2024 02:30,233,207,All Island
16 May 2024 02:45,229,215,All Island
16 May 2024 03:00,225,184,All Island
16 May 2024 03:15,228,177,All Island
16 May 2024 03:30,230,163,All Island
16 May 2024 03:45,232,165,All Island
16 May 2024 04:00,235,166,All Island
16 May 2024 04:15,231,169,All Island
16 May 2024 04:30,228,173,All Island
16 May 2024 04:45,224,175,All Island
16 May 2024 05:00,221,189,All Island
16 May 2024 05:15,222,232,All Island
16 May 2024 05:30,222,266,All Island
16 May 2024 05:45,223,297,All Island
16 May 2024 06:00,224,294,All Island
16 May 2024 06:15,223,277,All Island
16 May 2024 06:30,223,260,All Island
16 May 2024 06:45,223,248,All Island
16 May 2024 07:00,186,266,All Island
16 May 2024 07:15,171,261,All Island
16 May 2024 07:30,155,270,All Island
16 May 2024 07:45,140,238,All Island
16 May 2024 08:00,122,218,All Island
16 May 2024 08:15,109,196,All Island
16 May 2024 08:30,97,172,All Island
16 May 2024 08:45,84,157,All Island
16 May 2024 09:00,71,156,All Island
16 May 2024 09:15,80,155,All Island
16 May 2024 09:30,90,157,All Island
16 May 2024 09:45,99,160,All Island
16 May 2024 10:00,108,168,All Island
16 May 2024 10:15,113,157,All Island
16 May 2024 10:30,117,173,All Island
16 May 2024 10:45,121,207,All Island
16 May 2024 11:00,126,206,All Island
16 May 2024 11:15,133,213,All Island
16 May 2024 11:30,140,220,All Island
16 May 2024 11:45,148,224,All Island
16 May 2024 12:00,155,231,All Island
16 May 2024 12:15,156,259,All Island
16 May 2024 12:30,158,276,All Island
16 May 2024 12:45,159,279,All Island
16 May 2024 13:00,149,314,All Island
16 May 2024 13:15,166,354,All Island
16 May 2024 13:30,184,397,All Island
16 May 2024 13:45,201,376,All Island
16 May 2024 14:00,218,444,All Island
16 May 2024 14:15,242,517,All Island
16 May 2024 14:30,266,606,All Island
16 May 2024 14:45,291,639,All Island
16 May 2024 15:00,315,645,All Island
16 May 2024 15:15,341,724,All Island
16 May 2024 15:30,367,866,All Island
16 May 2024 15:45,394,1014,All Island
16 May 2024 16:00,420,954,All Island
16 May 2024 16:15,456,999,All Island
16 May 2024 16:30,492,1053,All Island
16 May 2024 16:45,528,1076,All Island
16 May 2024 17:00,572,1139,All Island
16 May 2024 17:15,581,1216,All Island
16 May 2024 17:30,591,1326,All Island
16 May 2024 17:45,600,1341,All Island
16 May 2024 18:00,610,1352,All Island
16 May 2024 18:15,612,1325,All Island
16 May 2024 18:30,615,1245,All Island
16 May 2024 18:45,617,1280,All Island
16 May 2024 19:00,645,1311,All Island
16 May 2024 19:15,645,1330,All Island
16 May 2024 19:30,645,1409,All Island
16 May 2024 19:45,646,1312,All Island
16 May 2024 20:00,646,1399,All Island
16 May 2024 20:15,698,1436,All Island
16 May 2024 20:30,751,1429,All Island
16 May 2024 20:45,803,1353,All Island
16 May 2024 21:00,856,1246,All Island
16 May 2024 21:15,924,1223,All Island
16 May 2024 21:30,993,1204,All Island
16 May 2024 21:45,1061,1231,All Island
16 May 2024 22:00,1129,1307,All Island
16 May 2024 22:15,1196,1299,All Island
16 May 2024 22:30,1262,1381,All Island
16 May 2024 22:45,1329,1422,All Island
16 May 2024 23:00,1395,1533,All Island
16 May 2024 23:15,1465,1598,All Island
16 May 2024 23:30,1534,1513,All Island
16 May 2024 23:45,1603,1571,All Island
17 May 2024 00:00,1672,1617,All Island
17 May 2024 00:15,1694,1699,All Island
17 May 2024 00:30,1717,1746,All Island
17 May 2024 00:45,1739,1843,All Island
17 May 2024 01:00,1880,1901,All Island
17 May 2024 01:15,1902,1924,All Island
17 May 2024 01:30,1925,1993,All Island
17 May 2024 01:45,1948,2026,All Island
17 May 2024 02:00,1971,2072,All Island
17 May 2024 02:15,1967,2109,All Island
17 May 2024 02:30,1964,2019,All Island
17 May 2024 02:45,1960,1986,All Island
17 May 2024 03:00,1957,1928,All Island
17 May 2024 03:15,1955,1876,All Island
17 May 2024 03:30,1953,1870,All Island
17 May 2024 03:45,1951,1815,All Island
17 May 2024 04:00,1949,1781,All Island
17 May 2024 04:15,1966,1740,All Island
17 May 2024 04:30,1984,1730,All Island
17 May 2024 04:45,2001,1729,All Island
17 May 2024 05:00,2019,1824,All Island
17 May 2024 05:15,1998,1888,All Island
17 May 2024 05:30,1977,1871,All Island
17 May 2024 05:45,1956,1925,All Island
17 May 2024 06:00,1935,2113,All Island
17 May 2024 06:15,1865,2110,All Island
17 May 2024 06:30,1796,2106,All Island
17 May 2024 06:45,1726,2102,All Island
17 May 2024 07:00,1704,2074,All Island
17 May 2024 07:15,1671,2047,All Island
17 May 2024 07:30,1639,2039,All Island
17 May 2024 07:45,1606,1946,All Island
17 May 2024 08:00,1573,1993,All Island
17 May 2024 08:15,1545,1986,All Island
17 May 2024 08:30,1517,1988,All Island
17 May 2024 08:45,1489,1934,All Island
17 May 2024 09:00,1461,1918,All Island
17 May 2024 09:15,1434,1874,All Island
17 May 2024 09:30,1407,1772,All Island
17 May 2024 09:45,1380,1758,All Island
17 May 2024 10:00,1353,1673,All Island
17 May 2024 10:15,1302,1640,All Island
17 May 2024 10:30,1251,1559,All Island
17 May 2024 10:45,1199,1527,All Island
17 May 2024 11:00,1148,1541,All Island
17 May 2024 11:15,1120,1432,All Island
17 May 2024 11:30,1092,1400,All Island
17 May 2024 11:45,1063,1326,All Island
17 May 2024 12:00,1035,1231,All Island
17 May 2024 12:15,1026,1151,All Island
17 May 2024 12:30,1017,1225,All Island
17 May 2024 12:45,1007,1220,All Island
17 May 2024 13:00,1002,1170,All Island
17 May 2024 13:15,978,1196,All Island
17 May 2024 13:30,955,1163,All Island
17 May 2024 13:45,931,1205,All Island
17 May 2024 14:00,907,1201,All Island
17 May 2024 14:15,890,1168,All Island
17 May 2024 14:30,873,1111,All Island
17 May 2024 14:45,856,1092,All Island
17 May 2024 15:00,839,1013,All Island
17 May 2024 15:15,838,960,All Island
17 May 2024 15:30,837,949,All Island
17 May 2024 15:45,836,933,All Island
17 May 2024 16:00,835,886,All Island
17 May 2024 16:15,829,890,All Island
17 May 2024 16:30,823,881,All Island
17 May 2024 16:45,817,871,All Island
17 May 2024 17:00,821,875,All Island
17 May 2024 17:15,817,886,All Island
17 May 2024 17:30,813,892,All Island
17 May 2024 17:45,808,832,All Island
17 May 2024 18:00,804,786,All Island
17 May 2024 18:15,817,766,All Island
17 May 2024 18:30,830,756,All Island
17 May 2024 18:45,844,738,All Island
17 May 2024 19:00,849,728,All Island
17 May 2024 19:15,841,745,All Island
17 May 2024 19:30,833,755,All Island
17 May 2024 19:45,825,755,All Island
17 May 2024 20:00,817,759,All Island
17 May 2024 20:15,815,755,All Island
17 May 2024 20:30,812,795,All Island
17 May 2024 20:45,809,814,All Island
17 May 2024 21:00,806,851,All Island
17 May 2024 21:15,812,884,All Island
17 May 2024 21:30,818,838,All Island
17 May 2024 21:45,824,852,All Island
17 May 2024 22:00,830,856,All Island
17 May 2024 22:15,830,856,All Island
17 May 2024 22:30,830,871,All Island
17 May 2024 22:45,830,858,All Island
17 May 2024 23:00,829,870,All Island
17 May 2024 23:15,834,901,All Island
17 May 2024 23:30,839,928,All Island
17 May 2024 23:45,844,921,All Island
